BID,batteryCapacity,batteryType,curState,grant,manufacturer,mileage_max,model,numCharge,region,startDate,totalDistance,type,warranty_distance,warranty_year
15441,7.25,BEV,inspection,450,Dechang,60.8,danigo,678,Jeju,2016-3-27,484124693,compact,150000,5
3008,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,194,JeonNam,2014-4-23,67491225,sedan,140000,5
6746,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,374,Jeju,2015-1-24,29807535,sedan,160000,8
10097,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,199,Seoul,2013-8-20,1063341426,sedan,140000,5
1225,16.4,BEV,using,706,Kia,91.0,ray_18,598,GyeongNam,2015-2-29,95928934,sedan,120000,6
22082,30.0,HEV,inspection,1027,Kia,179.6,soul_18,615,Seoul,2016-4-30,506129769,sedan,160000,10
9188,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,543,Jeju,2014-1-23,1081924201,sedan,200000,10
4610,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,497,Seoul,2013-3-20,1635109047,sedan,200000,10
17762,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,572,Jeju,2015-6-28,1717446133,sedan,200000,10
15733,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,138,Seoul,2014-8-17,635783433,sedan,200000,10
14750,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,206,Jeju,2013-9-29,1511163922,sedan,200000,10
2125,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,108,Jeju,2013-4-17,785224752,sedan,200000,10
1240,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,406,Gyunggi,2013-9-22,490523640,sedan,140000,5
14037,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,369,Jeju,2015-7-28,578554654,sedan,140000,5
21239,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,404,Gyunggi,2017-4-19,1559170962,sedan,200000,10
5607,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,380,Daegu,2014-4-29,396208448,sedan,160000,8
1931,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,239,GyeongBuk,2013-5-30,1011048389,sedan,140000,5
16019,33.18,BEV,inspection,1091,BMW,208.2,i3_18,98,Gangwon,2014-3-17,784213319,sedan,100000,8
9493,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,477,Jeju,2017-9-27,474984952,sedan,140000,7
18406,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,685,Jeju,2017-1-23,54460928,sedan,140000,5
808,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,301,Jeju,2015-4-17,1172165448,sedan,140000,5
8478,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,461,Gwangju,2013-8-28,617006390,sedan,140000,5
18994,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,217,Seoul,2016-1-20,84228481,sedan,140000,5
12360,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,449,Seoul,2015-8-24,1322630470,sedan,200000,10
2033,16.4,BEV,waiting,706,Kia,91.0,ray_18,295,Daegu,2013-6-30,955942853,sedan,120000,6
24305,16.4,BEV,inspection,706,Kia,91.0,ray_18,456,Jeju,2013-5-30,1195798613,sedan,120000,6
20256,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,246,Jeju,2015-4-28,10592791,sedan,200000,10
15898,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,370,Seoul,2017-6-26,482066051,sedan,100000,6
18925,60.9,PHEV,using,1200,GM,303.2,Volt_ev,28,GyeongBuk,2017-5-29,265642137,sedan,160000,8
9803,7.25,BEV,using,450,Dechang,60.8,danigo,684,JeonBuk,2014-5-21,1142050679,compact,150000,5
20958,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,310,Gwangju,2015-4-19,1398787902,sedan,140000,5
16063,23.76,BEV,inspection,849,Nissan,132.8,LEAF,267,Jeju,2016-2-28,506991564,sedan,100000,6
14765,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,166,Jeju,2016-8-23,614095049,sedan,100000,8
23574,60.9,PHEV,using,1200,GM,303.2,Volt_ev,446,ChungBuk,2017-1-26,1416779098,sedan,160000,8
13808,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,514,Gwangju,2016-1-17,1038279363,sedan,160000,8
10327,16.4,BEV,using,706,Kia,91.0,ray_18,624,Jeju,2017-3-22,919545242,sedan,120000,6
23965,35.94,PHEV,using,1017,Renault,212.7,sm3_18,530,Daegu,2015-9-26,711494234,sedan,140000,7
4536,7.25,BEV,waiting,450,Dechang,60.8,danigo,630,Seoul,2015-8-28,613185565,compact,150000,5
9061,30.0,HEV,inspection,1027,Kia,179.6,soul_18,597,GyeongBuk,2014-5-19,914251665,sedan,160000,10
7342,16.4,BEV,inspection,706,Kia,91.0,ray_18,432,Jeju,2015-5-17,193970676,sedan,120000,6
15859,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,282,Jeju,2014-7-23,1755076526,sedan,200000,10
17063,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,256,Jeju,2017-1-24,762810068,sedan,140000,7
10348,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,529,Jeju,2014-3-26,475185024,sedan,140000,5
25056,23.76,BEV,waiting,849,Nissan,132.8,LEAF,557,Seoul,2017-2-23,701005035,sedan,100000,6
9563,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,235,Seoul,2013-6-22,985986746,sedan,100000,8
3118,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,119,Seoul,2014-8-20,902664639,sedan,140000,5
4973,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,299,Jeju,2017-2-17,647232084,sedan,140000,5
1829,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,153,Jeju,2013-7-29,759925560,sedan,140000,5
23875,6.77,BEV,using,450,Renault,60.8,twizy,540,Busan,2015-5-21,491870691,compact,120000,7
20637,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,524,Seoul,2013-3-21,13483965,sedan,140000,7
4467,7.25,BEV,waiting,450,Dechang,60.8,danigo,184,Busan,2017-2-26,1391090389,compact,150000,5
10610,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,346,Seoul,2013-8-25,333801445,sedan,140000,5
2885,23.76,BEV,waiting,849,Nissan,132.8,LEAF,513,Jeju,2015-5-24,867635581,sedan,100000,6
13330,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,119,Jeju,2015-9-17,943964269,sedan,140000,5
17309,7.25,BEV,waiting,450,Dechang,60.8,danigo,313,ChungNam,2014-2-29,372379713,compact,150000,5
16335,7.25,BEV,inspection,450,Dechang,60.8,danigo,262,Seoul,2016-9-26,826955218,compact,150000,5
10338,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,227,Seoul,2015-4-21,353716618,sedan,140000,5
19808,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,227,Seoul,2014-3-25,1038502593,sedan,140000,5
23317,16.4,BEV,using,706,Kia,91.0,ray_18,203,Seoul,2015-4-23,1170569312,sedan,120000,6
17357,35.94,PHEV,using,1017,Renault,212.7,sm3_18,239,Gangwon,2017-4-20,924794031,sedan,140000,7
10723,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,71,GyeongNam,2017-9-23,345895794,sedan,140000,5
20299,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,406,ChungBuk,2015-2-17,1040954811,sedan,140000,7
7582,26.64,PHEV,using,839,Renault,135.0,sm3_17,497,Seoul,2015-1-20,467079068,sedan,140000,7
7807,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,337,Jeju,2013-5-28,934007979,sedan,160000,8
23481,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,271,Gyunggi,2013-9-22,937580613,sedan,140000,7
16269,7.25,BEV,waiting,450,Dechang,60.8,danigo,490,Seoul,2015-7-19,772993489,compact,150000,5
25429,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,619,Jeju,2015-6-26,417405673,sedan,140000,5
12150,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,607,JeonNam,2017-5-19,1285552515,sedan,140000,5
6166,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,430,Busan,2014-5-29,748624666,sedan,200000,10
19727,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,185,Jeju,2014-5-19,1668705869,sedan,200000,10
16113,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,552,Seoul,2015-4-29,1333234797,sedan,140000,5
13738,7.25,BEV,inspection,450,Dechang,60.8,danigo,224,Seoul,2014-2-18,1252641577,compact,150000,5
12498,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,494,Gyunggi,2015-3-25,638794988,sedan,140000,5
24064,23.76,BEV,using,849,Nissan,132.8,LEAF,358,Seoul,2014-8-23,189047643,sedan,100000,6
7325,18.8,BEV,inspection,807,BMW,132.0,i3_17,60,Gyunggi,2015-3-27,513704754,sedan,100000,8
10507,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,26,Jeju,2014-9-24,970137175,sedan,140000,5
15348,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,282,Jeju,2013-3-19,254632872,sedan,200000,10
23605,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,52,GyeongBuk,2015-3-20,1817694438,sedan,200000,10
3983,18.8,BEV,using,807,BMW,132.0,i3_17,190,Seoul,2014-4-27,567929541,sedan,100000,8
252,6.77,BEV,waiting,450,Renault,60.8,twizy,581,Jeju,2015-5-17,338827489,compact,120000,7
24618,7.25,BEV,inspection,450,Dechang,60.8,danigo,98,JeonNam,2015-9-26,1018851681,compact,150000,5
6662,18.8,BEV,using,807,BMW,132.0,i3_17,178,Gwangju,2017-2-23,106193161,sedan,100000,8
25970,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,361,Seoul,2013-8-28,386131989,sedan,140000,5
14444,6.77,BEV,waiting,450,Renault,60.8,twizy,219,GyeongNam,2016-7-22,1103359142,compact,120000,7
16831,7.25,BEV,waiting,450,Dechang,60.8,danigo,696,Busan,2014-1-24,500014957,compact,150000,5
17536,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,676,Seoul,2015-8-26,471060772,sedan,140000,5
20938,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,486,Jeju,2017-6-19,718555901,sedan,140000,5
22702,6.77,BEV,inspection,450,Renault,60.8,twizy,488,JeonNam,2015-5-25,760797689,compact,120000,7
8709,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,85,Jeju,2013-3-25,948008425,sedan,140000,7
25294,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,562,Seoul,2017-4-23,128502109,sedan,140000,5
16423,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,172,Seoul,2013-5-24,1210376525,sedan,140000,5
22793,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,363,Jeju,2017-8-22,72991114,sedan,140000,5
15714,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,178,Busan,2015-5-27,981828291,sedan,140000,5
7790,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,558,Seoul,2016-4-20,611636547,sedan,140000,5
4051,7.25,BEV,inspection,450,Dechang,60.8,danigo,294,Daegu,2015-5-21,734798659,compact,150000,5
18643,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,179,Seoul,2016-9-21,730587781,sedan,140000,5
12909,16.4,BEV,using,706,Kia,91.0,ray_18,74,Daegu,2017-1-28,767493949,sedan,120000,6
3366,18.8,BEV,using,807,BMW,132.0,i3_17,312,Seoul,2014-1-24,707762957,sedan,100000,8
3359,23.76,BEV,waiting,849,Nissan,132.8,LEAF,698,Jeju,2017-6-24,71239539,sedan,100000,6
16862,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,644,Busan,2013-9-22,506242529,sedan,200000,10
25105,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,310,Jeju,2017-5-20,907916628,sedan,140000,5
21918,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,694,Jeju,2015-3-24,743608269,sedan,200000,10
6614,16.4,BEV,manufacture,706,Kia,91.0,ray_18,451,Busan,2016-6-20,435911221,sedan,120000,6
8033,33.18,BEV,using,1091,BMW,208.2,i3_18,49,GyeongNam,2017-7-17,895681684,sedan,100000,8
19333,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,581,Seoul,2017-3-20,824522119,sedan,140000,7
4582,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,335,Seoul,2017-1-18,1156852233,sedan,140000,5
24425,18.8,BEV,manufacture,807,BMW,132.0,i3_17,479,Jeju,2017-5-23,334736527,sedan,100000,8
5108,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,406,Jeju,2016-6-28,1242506587,sedan,140000,5
6685,30.0,HEV,using,1027,Kia,179.6,soul_18,671,Gangwon,2013-1-20,539212646,sedan,160000,10
5769,23.76,BEV,using,849,Nissan,132.8,LEAF,462,Gyunggi,2017-5-23,231555855,sedan,100000,6
13310,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,75,Daegu,2016-2-26,47387605,sedan,140000,5
15245,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,228,Incheon,2017-4-25,586704652,sedan,140000,7
22650,33.18,BEV,inspection,1091,BMW,208.2,i3_18,174,Gwangju,2016-2-17,552737988,sedan,100000,8
7517,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,141,JeonNam,2015-4-24,426196131,sedan,160000,8
9202,33.18,BEV,inspection,1091,BMW,208.2,i3_18,81,Jeju,2013-8-24,573509924,sedan,100000,8
9884,30.0,HEV,using,1027,Kia,179.6,soul_18,481,Gyunggi,2016-6-19,717421237,sedan,160000,10
25856,16.4,BEV,inspection,706,Kia,91.0,ray_18,52,Incheon,2016-5-21,207468467,sedan,120000,6
3353,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,534,Seoul,2015-8-18,1177731896,sedan,140000,5
5795,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,497,Seoul,2014-6-26,254314466,sedan,160000,8
23135,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,418,Jeju,2014-7-22,411332233,sedan,140000,7
13171,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,602,Jeju,2017-6-28,1330735994,sedan,160000,10
8057,6.77,BEV,using,450,Renault,60.8,twizy,557,Jeju,2016-9-27,425227874,compact,120000,7
1399,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,610,Seoul,2013-9-24,73048284,sedan,200000,10
1772,30.0,HEV,waiting,1027,Kia,179.6,soul_18,670,Jeju,2014-7-26,1443828357,sedan,160000,10
5908,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,36,Jeju,2014-6-19,598850028,sedan,140000,7
2893,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,382,Jeju,2017-9-23,418429898,sedan,140000,5
20901,33.18,BEV,using,1091,BMW,208.2,i3_18,292,Jeju,2017-9-26,701565889,sedan,100000,8
14262,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,525,Jeju,2017-5-18,304255395,sedan,140000,5
24560,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,645,GyeongBuk,2014-9-24,1486463313,sedan,200000,10
19441,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,370,Gyunggi,2015-2-17,375295806,sedan,140000,5
11379,33.18,BEV,waiting,1091,BMW,208.2,i3_18,72,GyeongNam,2016-7-18,153940944,sedan,100000,8
4248,6.77,BEV,manufacture,450,Renault,60.8,twizy,654,JeonNam,2013-8-22,626837109,compact,120000,7
12145,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,223,Jeju,2015-9-27,1026286280,sedan,140000,5
7088,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,697,Jeju,2015-3-30,1313228190,sedan,140000,5
24506,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,373,Jeju,2015-6-28,634596853,sedan,140000,7
15329,16.4,BEV,inspection,706,Kia,91.0,ray_18,549,Seoul,2017-8-25,509086596,sedan,120000,6
3604,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,242,Daegu,2015-3-23,445935548,sedan,200000,10
21850,6.77,BEV,using,450,Renault,60.8,twizy,520,Daegu,2014-3-21,568452306,compact,120000,7
23770,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,306,Jeju,2013-8-20,883531500,sedan,140000,5
11800,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,44,Jeju,2013-8-19,1233384491,sedan,140000,5
21130,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,313,Jeju,2014-5-27,761941735,sedan,140000,5
23187,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,510,Daegu,2016-9-18,181070245,sedan,140000,5
13097,6.77,BEV,inspection,450,Renault,60.8,twizy,339,Seoul,2017-4-21,344473740,compact,120000,7
3051,30.0,HEV,inspection,1027,Kia,179.6,soul_18,683,Jeju,2013-6-22,1180360805,sedan,160000,10
520,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,585,Gwangju,2014-2-21,67424180,sedan,140000,7
11407,23.76,BEV,inspection,849,Nissan,132.8,LEAF,322,Seoul,2016-6-28,952107351,sedan,100000,6
4798,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,67,Daegu,2013-9-24,157841064,sedan,140000,7
2650,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,405,JeonNam,2013-7-22,1154679091,sedan,140000,5
21659,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,323,Jeju,2016-5-20,167970789,sedan,200000,10
24876,16.4,BEV,waiting,706,Kia,91.0,ray_18,488,Daejeon,2014-2-23,603089992,sedan,120000,6
24171,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,26,Jeju,2014-9-30,1315051576,sedan,200000,10
22568,7.25,BEV,waiting,450,Dechang,60.8,danigo,93,Seoul,2013-2-29,311075327,compact,150000,5
25521,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,601,Jeju,2017-7-29,554412111,sedan,140000,7
6299,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,198,GyeongBuk,2015-4-28,682766968,sedan,140000,5
25022,18.8,BEV,manufacture,807,BMW,132.0,i3_17,303,Daejeon,2015-3-25,835756430,sedan,100000,8
4677,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,232,Seoul,2015-4-26,992081419,sedan,200000,10
24766,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,253,Seoul,2013-6-22,934240341,sedan,200000,10
17428,33.18,BEV,inspection,1091,BMW,208.2,i3_18,156,Jeju,2013-3-17,649821421,sedan,100000,8
15829,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,597,Seoul,2016-2-26,48525198,sedan,160000,8
9966,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,622,Seoul,2016-6-26,586725955,sedan,140000,7
25190,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,46,JeonNam,2013-1-22,782894346,sedan,140000,7
15008,30.0,HEV,waiting,1027,Kia,179.6,soul_18,695,Jeju,2016-1-17,1094187968,sedan,160000,10
865,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,458,Jeju,2014-5-27,1210208773,sedan,140000,5
8724,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,260,Seoul,2016-5-20,509721517,sedan,140000,5
13635,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,426,Incheon,2013-1-21,316144013,sedan,140000,5
1394,23.76,BEV,waiting,849,Nissan,132.8,LEAF,205,Daegu,2017-7-30,276346837,sedan,100000,6
167,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,45,Seoul,2014-6-23,1034151736,sedan,140000,5
4296,7.25,BEV,manufacture,450,Dechang,60.8,danigo,653,Gyunggi,2017-8-27,595503090,compact,150000,5
11247,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,668,Seoul,2017-3-29,1265493758,sedan,140000,5
1978,23.76,BEV,using,849,Nissan,132.8,LEAF,384,Gwangju,2017-3-26,18327851,sedan,100000,6
6864,7.25,BEV,manufacture,450,Dechang,60.8,danigo,296,Jeju,2013-1-20,369163725,compact,150000,5
13638,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,322,Seoul,2017-9-28,188228496,sedan,100000,8
20062,7.25,BEV,manufacture,450,Dechang,60.8,danigo,374,Gyunggi,2016-4-18,15939103,compact,150000,5
6792,6.77,BEV,inspection,450,Renault,60.8,twizy,314,JeonBuk,2015-4-17,776338137,compact,120000,7
11576,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,132,Gwangju,2015-9-26,252301850,sedan,140000,5
3809,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,114,GyeongBuk,2017-4-17,18677200,sedan,140000,5
23596,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,179,Seoul,2013-1-28,1205897447,sedan,140000,7
1658,18.8,BEV,manufacture,807,BMW,132.0,i3_17,272,Jeju,2016-4-30,903393629,sedan,100000,8
9307,6.77,BEV,waiting,450,Renault,60.8,twizy,34,JeonNam,2015-2-19,1194016035,compact,120000,7
10788,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,217,Jeju,2014-8-23,1950009073,sedan,200000,10
18954,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,649,Daegu,2016-7-17,264476323,sedan,140000,7
19314,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,36,Jeju,2015-9-18,392199772,sedan,140000,5
24170,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,196,Busan,2014-5-25,1196755927,sedan,140000,5
14455,30.0,HEV,waiting,1027,Kia,179.6,soul_18,646,Daegu,2014-9-25,943614591,sedan,160000,10
18822,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,353,Gyunggi,2016-4-24,136323314,sedan,160000,10
14124,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,143,ChungBuk,2016-1-17,523959291,sedan,200000,10
13344,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,338,JeonNam,2014-9-21,1109970072,sedan,140000,7
11595,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,353,Seoul,2015-3-20,793552735,sedan,140000,7
18603,6.77,BEV,inspection,450,Renault,60.8,twizy,411,Seoul,2015-7-22,1109797017,compact,120000,7
13331,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,212,Gwangju,2014-1-23,289062913,sedan,160000,8
8159,18.8,BEV,manufacture,807,BMW,132.0,i3_17,459,Gwangju,2014-9-27,886347504,sedan,100000,8
23662,33.18,BEV,inspection,1091,BMW,208.2,i3_18,168,Seoul,2013-3-17,288905650,sedan,100000,8
20215,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,376,Busan,2017-4-28,303993232,sedan,160000,8
25101,6.77,BEV,waiting,450,Renault,60.8,twizy,127,Daegu,2015-2-29,291106602,compact,120000,7
9762,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,570,JeonNam,2013-4-27,38541076,sedan,140000,5
23268,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,28,Gyunggi,2015-6-24,1124150462,sedan,140000,5
14761,23.76,BEV,waiting,849,Nissan,132.8,LEAF,245,Seoul,2015-4-28,825683706,sedan,100000,6
5139,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,178,Jeju,2017-9-17,1654842766,sedan,200000,10
22325,30.0,HEV,inspection,1027,Kia,179.6,soul_18,177,Incheon,2014-1-17,1245433439,sedan,160000,10
6882,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,553,GyeongNam,2013-5-17,498911826,sedan,140000,5
8940,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,376,Jeju,2016-2-17,1157621870,sedan,140000,7
5029,23.76,BEV,waiting,849,Nissan,132.8,LEAF,59,Seoul,2016-9-28,626401101,sedan,100000,6
9660,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,264,ChungNam,2015-5-29,1726977061,sedan,200000,10
3898,16.4,BEV,waiting,706,Kia,91.0,ray_18,686,Jeju,2013-4-25,529590560,sedan,120000,6
4238,23.76,BEV,inspection,849,Nissan,132.8,LEAF,564,Seoul,2015-4-24,65630533,sedan,100000,6
7497,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,156,Incheon,2017-5-17,974180893,sedan,200000,10
13464,35.94,PHEV,using,1017,Renault,212.7,sm3_18,536,JeonNam,2016-9-23,200043286,sedan,140000,7
6907,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,544,Jeju,2013-6-27,413998555,sedan,140000,5
1237,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,620,GyeongNam,2013-6-19,425607093,sedan,140000,5
24641,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,440,Daejeon,2017-2-28,637248645,sedan,140000,7
10099,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,232,Jeju,2013-5-26,1494375004,sedan,200000,10
19512,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,587,Sejong,2016-3-21,1064770962,sedan,200000,10
13050,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,643,Jeju,2014-4-26,237052629,sedan,200000,10
21881,7.25,BEV,inspection,450,Dechang,60.8,danigo,579,Jeju,2016-7-25,1403650086,compact,150000,5
6140,30.0,HEV,inspection,1027,Kia,179.6,soul_18,542,Seoul,2015-1-24,1125877757,sedan,160000,10
3815,23.76,BEV,using,849,Nissan,132.8,LEAF,318,Jeju,2015-1-17,182680072,sedan,100000,6
24802,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,173,Jeju,2013-8-27,1342893626,sedan,140000,5
2574,23.76,BEV,waiting,849,Nissan,132.8,LEAF,575,Daegu,2017-7-20,283884862,sedan,100000,6
22505,6.77,BEV,waiting,450,Renault,60.8,twizy,664,Seoul,2017-9-20,375289247,compact,120000,7
12692,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,581,GyeongNam,2017-4-26,962378889,sedan,200000,10
19038,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,78,Jeju,2013-9-30,1137453216,sedan,140000,5
2538,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,195,Jeju,2014-6-23,830179455,sedan,140000,7
24033,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,674,JeonNam,2014-2-24,547801375,sedan,140000,7
6069,33.18,BEV,waiting,1091,BMW,208.2,i3_18,628,Seoul,2013-2-27,786342156,sedan,100000,8
14937,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,433,Seoul,2015-7-18,1210327468,sedan,140000,5
12483,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,200,JeonNam,2013-3-20,1472409743,sedan,160000,8
18551,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,396,Jeju,2016-8-23,901357994,sedan,200000,10
13758,33.18,BEV,using,1091,BMW,208.2,i3_18,692,Jeju,2016-2-27,890463220,sedan,100000,8
5452,23.76,BEV,using,849,Nissan,132.8,LEAF,85,Seoul,2013-9-28,609101895,sedan,100000,6
24938,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,491,Jeju,2015-7-28,134805830,sedan,140000,5
23029,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,390,Gyunggi,2016-9-24,1148120038,sedan,140000,5
11132,23.76,BEV,inspection,849,Nissan,132.8,LEAF,97,Jeju,2016-2-26,963449088,sedan,100000,6
